Age,Income,Bought
0.7481262898217169,1.1858902241997251,0
-1.645759793836727,-2.93333209593487,1
0.2798294630795308,0.8354013079158036,0
0.19585293265093773,1.2492091196731152,0
-1.357053377986114,-1.4091226017666747,1
-0.4942501768940303,-3.005622392026559,1
-1.3787295296267934,0.44082659760773124,0
1.145674393588623,0.24986299346216256,1
0.9682119221935954,0.5730151538594344,0
1.5620584290174246,-0.04601172950377075,0
2.3364488834752866,2.159093857227022,0
-0.6013151649128303,1.1147261004773936,1
-1.7393267292129426,-2.2462848709571146,1
0.9558081204796669,0.5856454056206729,0
-0.6681978967911503,-0.6155395325336889,1
1.7013022914015217,1.9030188877895227,0
0.7194604910896403,0.9027959348733025,0
-1.3702906000526778,-1.7250996873226847,1
1.136166519726072,2.4035832102551504,0
1.3748041111130989,2.3727380670113813,0
-0.7039987166866599,-0.8111464232611828,1
0.283255072181159,1.943379964771336,0
1.1402546986487028,1.3430419633150064,0
0.7406405506125202,1.6785944726167878,0
-0.9971498552290513,-2.2217366410346227,1
-0.5567537707826695,-2.9115703693758546,1
2.2479850289819194,1.8297915774620117,0
-0.4288898894199704,-0.29360955285286416,1
1.3789137459816585,-0.21693808603290066,0
0.9296160028918066,1.296534741411959,0
0.741458338376306,1.9690787765845732,0
1.2391282625710245,-0.40189306042737605,0
0.5283047066561273,0.4048474932110879,0
-1.1277596482287633,-0.5491248990304028,1
-2.244873512644025,-2.108798704823769,1
0.7939236338067814,3.641555848577866,0
-1.367041294334547,-1.4557110028584197,1
-0.5068280370230439,-1.2237241257027673,1
2.5576043734061753,0.8601494433779054,0
-1.4486812258596795,-1.8759863734913036,1
0.5524439978554356,0.7348813329780736,0
2.3646809752238878,0.15081618907233107,0
-2.0846970724576375,-0.8164035407769515,1
-1.9130951998212555,-1.401494988745085,0
-0.8790797604990921,0.27780467713705215,1
-0.4654789654041268,-1.7138094564521884,1
2.3370844395613,2.3136426314823555,0
-0.417773276792217,0.16967082100606756,1
-1.7433236201811326,-0.9735436126931389,1
1.1883741609371847,2.173434189475461,0
-1.9716790524514607,-1.3235014883749516,1
-0.2808533866929337,0.8657435812533224,0
1.4992669532988576,1.6314710154243,0
-1.767289813223539,-2.3515635302564553,1
-0.6945050039295797,-0.08266210393161444,0
-0.4592984742462505,-1.424194209094362,1
-0.35772880601975166,-0.9721244030651031,1
1.7471342050109013,1.3787161610298226,0
1.4926616295723771,0.8131306938967602,0
2.9133075048474826,1.3876817706757287,0
-1.502641659173568,-1.640128951213133,1
-0.5480394873588688,-1.0206458055530998,1
-2.1197883258876,-1.3945701691870784,1
-0.9695797167565114,-1.966322478648432,0
-0.9779411808146102,-1.8309660496145344,1
0.5474302101629553,1.1009816952219846,0
-1.9594934633982244,-2.8745140261598694,1
1.8917467025253876,0.5335043210972666,1
-1.801324537070506,-0.8120333235036808,0
1.1100539067656285,0.02897046629991773,0
1.3002819343108576,2.000393745873607,0
1.8768898227030317,1.228398978153324,0
0.7830364851273806,0.7947666821522841,0
-1.4981489681066429,-0.11523802373124925,1
-0.5279033040632162,-1.3983037095087418,1
0.9651222982863766,3.0610093833856813,0
-0.08174341528118667,0.6131789202396777,0
-1.179230305183818,-3.124847998166895,1
1.1605247053369823,0.692410244351291,0
0.27001192665996954,0.12953255579058498,0
2.2753313102117674,1.3461347595647446,0
-2.2097039658705233,-1.141441544924903,1
0.5571957118955155,0.2944355675928769,0
0.56469878818932,0.8865710071690819,0
-1.3787394564508357,-1.6651310343939412,1
0.9626422192415867,0.6050672059739037,0
1.1022238118382048,2.094010262695205,0
-0.6625089619615608,-0.4092132478870063,1
-1.571768266141324,-1.9945243093532308,1
0.8888656988263003,0.2622504873647279,0
0.7658689620982212,1.4001248541776066,0
0.18913864930259394,-0.12788289614288995,0
0.7929332092704915,1.6854231398931976,0
-1.2559673613108613,-0.22177195655607107,1
-0.9595475934060721,-1.485161952534673,1
-1.086432618594297,-0.7083731196538733,1
-1.0469878448700727,-0.4669502741490148,1
0.5375919926973817,0.3673799913369393,0
0.2260648218882605,0.9994476069326732,0
-0.48447607843094376,0.4310293813666024,1
1.2802058002947168,3.381628145836808,0
0.772703235475448,0.8386473197424325,0
0.8783720084804936,0.6484024532288795,0
1.872749908484447,1.7739088509503407,0
